001,001,001,001,001,001,001,001,001,001
001,101,102,001,001,001,001,001,001,001
001,103,104,001,001,002,002,001,001,001
001,001,001,001,001,002,002,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,005,005,001,001,001,001
001,001,001,001,005,005,001,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,111,112,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001
